categoria,tempo_preparo,rendimento,ingredientes
massas,15MIN,4 porções,500 g de macarrao gravatinha pene fusilli 1 lata de creme de leite 1 lata de molho de tomate 2 caldos de galinha dissolvidos  em 100 a 200ml de agua sal a gosto
doces-e-sobremesas,80MIN,10 porções,1/2 kg de milho para canjica 1 lata de leite condensado agua o quanto baste 1 l de leite fervendo 2 unidades de canela em pau 5 cravos da india casca de 1/2 laranja ou limao acucar se prcisar 1 xicara  cha  de amendoim torrado e moido
bolos-e-tortas-doces,60MIN,15 porções,3 ovos 2 cenouras media 2 xicaras cha de acucar 1/2 xicaras cha de oleo 2 xicarascha de farinha de trigo 1 colhersopa de fermento em po 1/2 lata de leite condensado 1/2 lata de creme de leite 100 gramas de coco ralado 1/2 lata de leite condensado 1/2 lata de creme de leite 2 colheres sopa  de chocolate em po ou achocolatado chocolate granulado para decorar
carnes,180MIN,4 porções,2 ripas inteiras de costela de boi 6 dentes de alho socados suco de 1/2 limao sal caldo de carne
aves,40MIN,8 porções,1 frango cortado em pedacos 2 tabletes de caldo de galinha suco de meio limao 2 colheres de sopa de azeite 1 cebola media ralada 2 xicaras de cha de arroz lavado e escorrido 2 colheres de sopa de extrato de tomate 1 pimentao verde cortado em cubinhos 1 colher de sopa de salsa picada
peixes-e-frutos-do-mar,10MIN,5 porções,1/2 kg de file de peixe pescada badejo linguado 4 colheres de sopa de vinho branco seco 1 lata de creme de leite nestle 1 mangas media picada
massas,30MIN,40 porções,6 gemas 6 claras batidas em neve 5 colheres de sopa de acucar 5 colheres de sopa achocolatado em po 10 colheres de sopa de farinha de trigo 1 copo americano de agua 1 colher de sopa de fermento em po
doces-e-sobremesas,30MIN,15 porções,1 litro de leite 2 caixinhas de leite condensado 1 caixinha de creme de leite 5 colheres sopa de maizena 2 caixas de morango 2 gelatinas sabor morango
bolos-e-tortas-doces,50MIN,10 porções,2 pacotes de bolacha negresco 250 g de manteiga sem sal em temperatura ambiente 2 latas de leite condensado 1 colher de manteiga 6 colheres de acucar 6 ovos claras e gemas separadas 1 barra de chocolate de 180 g derretida 1 lata de creme de leite
carnes,40MIN,6 porções,1 kg de medalhoes de file mignon 1 colher sopa de alho picado sal 2 colheres sopa de margarina 3 colheres sopa de margarina 1  1/2 colher sopa de farinha de trigo  1/2 litro de leite 100 g de queijo parmesao ralado 100 g de queijo provolone ralado 100 g de queijo meia-cura ralado 100 g de queijo bola ralado  1/2 litro de creme de leite 1 colher sopa de caldo de carne em po 7 torradas de pao italiano 1 colher sopa de ervas-finas tomate seco
aves,30MIN,6 porções,1 frango cortado em pedacos 1 cebola grande 1 pitada de sal 1/2 copo de agua 4 colheres de oleo
peixes-e-frutos-do-mar,30MIN,8 porções,2 kg de camarao com casca 6 xicaras de agua 15 litro 1 kg de mandioca 4 colheres de sopa de oleo 2 cebolas medias picadas 500 g de tomate maduro sem pele e sem sementes picado 1 colher de cha de pimenta do reino 2 colheres de sopa de coentro picado 1 xicara de leite de coco 240 ml 1/4 de xicara de azeite de dende sal e pimenta malagueta ou dedo de moca a gosto
massas,90MIN,20 porções,300 g de batata cozida e amassada 2 tabletes de fermento biologico 100 g de margarina 2 colheres sopa de azeite de oliva 1 colher sopa de acucar 1/2 xicara cha de leite morno 2 ovos 1/2 colher sobremesa de sal farinha de trigo 500 g de peito de frango cozido e desfiado azeitonas a gosto 1 cebola grande picadinha creme de leite 2 tomates sem pele e sem sementes picadinhos 1 dente de alho salsinha sal e pimenta a gosto catupiry
doces-e-sobremesas,50MIN,8 porções,3 paes de sal dormidos ou duros 8 colheres sopa de acucar cristal 2 ovos inteiros 500 ml de leite
bolos-e-tortas-doces,240MIN,10 porções,3 gemas 1 lata de leite condensado 1 lata da mesma medida de leite 1 lata de leite 4 colheres de acucar 2 colheres de chocolate em po  1/2 colher de maizena 3 claras 4 colheres de acucar 1 lata de creme de leite
carnes,90MIN,4 porções,2 ovos inteiros 2 xicaras de cha de leite 1 xicara de cha de oleo 1 colher desopa fermento em po 2 tabletes de caldo de picanha 10 colheres de sopa de farinha de trigo 50 g de queijo ralado 2 xicaras de cha de mussarela ralada para polvilhar 1/2 kg de frango cozido e desfiado 2 colheres de sopa de oleo 1 cebola picada 1 lata de ervilha uma lata de milho sal a gosto
aves,40MIN,8 porções,3 peitos de frango cozidos e desfiados 1 lata de ervilhas 1 lata de milho verde 1 vidro de palmitos em cubos 1 lata de molho de tomate temperado 1 copo de requeijao 200 g de queijo mussarela em fatias grossas 3 tomates em cubos 1 cebola em cubos 3 dentes de alho moidos 1 pitada de sal 1 colher de sobremesa oregano cheiro verde 2 tabletes de caldo de galinha 3 colheres de sopa de amido de milho 2 colheres de sopa de margarina
peixes-e-frutos-do-mar,30MIN,8 porções,1 kg de bacalhau 1 xicara de cha de azeite 1 cabeca e meia de alho
massas,45MIN,10 porções,1/2 xicara cha de leite 1 xicara cha de acucar 1/2 xicara cha de oleo 1/2 colher sopa de sal 2 ovos 3 xicaras cha de farinha de trigo sem fermento 1 tablete ou pacote de fermento biologico mortadela ralada a gosto
doces-e-sobremesas,15MIN,60 porções,1 lata de leite ninho 1 vidro de leite de coco 1 pacote de 500g de acucar de confeiteiro acucar cristal granulado colorido
bolos-e-tortas-doces,50MIN,10 porções,massa 2 xicaras de farinha de trigo 1 xicara de leite 1 xicara de acucar 1 colher de sopa de creme vegetal margarina 1 colher de sopa de fermento sal a gosto uma pitada farofa 2 colheres de creme vegetal margarina 1 colher de azeite 1 xicara de acucar 2 xicaras de farinha de trigo 1 colher de cha de fermento para bolo bananas em tiras a gosto
carnes,60MIN,4 porções, 1/2 kg de costelinha de porco 4 dentes de alho 1 colher sopa de tempero pronto 1 copo de suco de laranja sal e pimenta a gosto 1 colher de azeite 3 dentes de alho 1 maco de couve sal a gosto
aves,30MIN,8 porções,1 kg de peito de frango 1 kg de batata 1 pacote de requeijao oregano queijo ralado
peixes-e-frutos-do-mar,35MIN,2 porções,2 files os postas de peixe branco de sua preferencia 1 fio de azeite 1/2 limao 1 pitada de sal molho de manteiga maravilhoso tipico de uma regiao francesa 80 g de manteiga gelada com sal de boa qualidade 7 colheres de vinagre branco de boa qualidade 1 cebola pequena pitada de pimenta
massas,90MIN,0 porções,3 xicaras cha de farinha de trigo 2 colheres sopa de margarina 2 colheres sopa de acucar 1 ovo 1 colher cha de sal 1 xicara cha de leite 1 colher sopa de fermento em po
doces-e-sobremesas,10MIN,5 porções,1 gelatina sabor de sua preferencia dr oetker 1 lata de creme de leite sem soro 2 colheres de acucar
bolos-e-tortas-doces,40MIN,12 porções,2 ovos 2 xicaras de farinha de trigo 2 xicaras de acucar 1 xicara de leite de vaca 1 colher se sopa cheia de fermento 2 1/2 colheres de sopa de manteiga ou margarina 1 pitada de sal
carnes,40MIN,6 porções,500 g de carne moida 1/2 pacote de creme de cebola 1 colher de maionese 6 tomates sem pele e sem caroco picados sal a gosto azeite salsinha 3 dentes de alho 2 copos de agua
aves,30MIN,10 porções,1 tender de chester bolinha 1 abacaxi acucar cerca de 1 xicara de cha agua se necessario cerejas em calda e fios de ovos para decorar 100 gramas de macarrao cabelo de anjo cortado em pedacos de cerca de 3 a 4 cm
peixes-e-frutos-do-mar,40MIN,6 porções,500 g de peito de frango cortado em cubinhos 2 colheres de sopa de oleo vegetal 500 g de mandioca ou aipim cozido 200 ml de leite de coco 1/2 l de leite de vaca 2 cebolas medias picadas 2 dentes de alho picados 3 tomates maduros picados 1 cubinho de caldo de galinha 1 colher de cha de sal 1 colher de cafe de alecrim seco ou fresco molho de pimenta a gosto
massas,60MIN,12 porções,5 xicaras cha de farinha de trigo 3 colheres sopa de fermento em po 1 colher sobremesa de sal 3 colheres sopa de margarina amolecida 2 ovos 1 xicara cha de leite 1 colher sopa de queijo ralado opcional 2 colheres sopa de cebolinha picadinha opcional
doces-e-sobremesas,120MIN,8 porções,1 pacote de biscoito de maizena piraque 3 limoes 2 colheres sopa de margarina 1 lata de leite condensado
bolos-e-tortas-doces,120MIN,30 porções,2 pacotes de massa pronta de 400 g sabor chocolate usei a dona benta 4 ovos 1 e 1/2 copos de leite 250 g de chocolate em barra picado para derreter 300 g de doce de leite granulados coloridos formas de papel para cupcake formas de aluminio para cupcackes ou de quindim
carnes,15MIN,1 porção,2 linguicas calabresa 2 cebolas oleo sal pimenta-do-reino
aves,15MIN,3 porções,1 kg de peito de grango 2 ovos 1 xicara de farinha de trigo 1 pitada de sal 1/2 xicara de leite 2 colheres de sopa bem cheias de acucar
peixes-e-frutos-do-mar,30MIN,8 porções,1/2 kg de camarao 2 ovos mexidos como se for para omelete 1 xicara de farinha de trigo 1 xicara de fafofa oleo para fritar
massas,40MIN,30 porções,800 g de polvilho azedo 1 xicara de agua 1 xicara de leite 1/2 xicara de oleo 2 ovos 100 g de queijo parmesao ralado sal a gosto
doces-e-sobremesas,60MIN,8 porções,2 latas de leite condensado 2 colheres sopa de maisena 2 latas de leite use a lata de leite condensado como medida 3 gemas 2 caixas de creme de leite 2 xicaras cha de chocolate meio amargo derretido 1/2 xicara de castanha de caju picada 2 xicaras de chocolate ao leite picado
bolos-e-tortas-doces,50MIN,12 porções,3 cenouras medias 1 xicara chade oleo 2 xicaras cha de farinha de trigo 2 xicaras cha de acucar 3 ovos 1 colher sopa de fermento
carnes,80MIN,15 porções,1 tender 1 e 1/2 xicara cha de vinho branco seco 5 colheres sopa de mel 1 colher sopa de lea e perrins molho de gengibre 1 colher cha de casca de laranja desidratada 25 cravos 2 laranjas 1/2 xicara cha de agua 1 colher sopa de farinha de trigo salsa crespa para decorar
aves,40MIN,0 porções,2 peitos de frango cozidos com temperos 2 xicaras de cha de caldo do cozimento do frango 1 maco de salsa picada 2 xicaras de cha de leite 1 envelope de sopa de cebola 1 vidro pequeno de cogumelo em laminas 1 copo de requeijao 1 lata de creme de leite 1 caixa de biscoito ingles 4 colheres de sopa de parmesao ralado 2 colheres de sopa de farinha de rosca
peixes-e-frutos-do-mar,60MIN,6 porções,6 postas de bacalhau grossas trigo para empanar 4 ovos batidos azeite de oliva suficiente para fritar as postas e para regar o prato montado 1 cebola em rodelas grossas azeitonas inteiras 2 tomates em rodelas grossas 8 batatas cozidas e descascadas para pure aproximadamente 1 ovo para o pure 1/2 copo de leite integral frio 2 colheres de manteiga sal queijo parmesao ralado na hora
massas,150MIN,20 porções,1/2 kg de farinha de trigo 10 g de fermento para pao 15 g de sal 20 g de acucar 1 colher sopa se margarina
doces-e-sobremesas,30MIN,20 porções,1 lata de leite condensado 1 lata de creme de leite 1 gelatina de qualquer sabor
bolos-e-tortas-doces,70MIN,12 porções,massa 200g de manteiga 200g de acucar 6 gemas 200 g de farinha de trigo 6 clara em neve recheio 500g de goiabada 1/2 xicara de agua montagem formas retangulares com margarina e enfarinhada de 30x40cm acucar p/ povilhar
carnes,30MIN,12 porções,1 kg de carne com 200 g de bacon moidos juntos 1 pacote sopa cebola 200 g de mussarela ralada 250 g de presunto ou apresuntado picado 1/2 maco de cheiro verde bem picadino 1 cebola picada azeitonas sem caroco 1 lata de creme de leite 1 pitada de noz-moscada 1/2 tablete de caldo de carne ou 1 colher bem cheia da sopa de cebola dissolvida em 1/2 xicara de agua fervente 1 colher de mostarda
aves,100MIN,5 porções,1kg de sobrecoxa de frango 1 xicara de cha de suco de laranja 2 colheres de sopa de manteiga 1 colher de sopa de farinha de trigo 100 g de ricota peneirada 2 dentes de alho picados 1/2 cebola picada gomos de uma laranja para enfeitar raspas de 1 laranja sal e pimenta do reino a gosto suco de um limao
peixes-e-frutos-do-mar,20MIN,8 porções,1/2 kg camarao fresco 1/2 kg peixe file 250 g de siri catado 250 g aratu 250 g sururu 200 g pua de carangueijo 250 g castanha de caju 1 maco cheiro verde 8 dentes de alho 2 pimentoes grandes 3 tomates sal a gosto 2 cocos verdes pimenta do reino a gosto 2 cebolas 3 limoes 5 colheres sopa de azeite de dende 3 colheres sopa de azeite de oliva
massas,60MIN,12 porções,50 g de fermento de pao 6 copos de farinha de trigo copo americano 2 ovos 1 tablete de margarina 3 colheres de oleo sopa 1 pitada de sal 1 copo de acucar 1 copo de leite
doces-e-sobremesas,50MIN,4 porções,4 bananas maduras ja com pontinhos pretos 1 xicara de acucar 1 colher de cravo 2 colheres de canela em po 1 xicara de agua
bolos-e-tortas-doces,30MIN,8 porções,2 ovos 3 xicaras de cha de leite 2 xicaras de cha de oleo 2 colheres de sopa de fermento em po 2 colheres de cha de sal 1 xicara de cha de amido de milho 1 xicara de farinha de trigo
carnes,40MIN,2 porções,300g de file de frango  1/2 xicara de cha de molho de tomate 4 fatias de mussarela 1 colher de cha de oregano 2 colheres de cha de queijo parmesao ralado pimenta do reino e limao a gosto
aves,30MIN,6 porções,2 kg de coxas de frango 2 xicaras de caldo de frango 2 xicaras de cha de vinho seco 1 xicara e meia de cebola picada 4 colheres de sopa de azeite de oliva 4 colheres de sopa de farinha de trigo 2 colheres de sopa de cheiro verde picado 250 g de champignons cortados pela metade 4 dentes de alhos picados 4 tomates sem pele sem semente picados pimenta do reino a gosto sal
peixes-e-frutos-do-mar,60MIN,10 porções,2 kg de bacalhau 4 ovos 8 colheres de azeite 6 cebolas media picadas 4 dentes de alho 6 tomates sem pele 2 colheres de sopa de trigo 1 l de leite 1/2 l de creme de leite 4 colheres de queijo ralado 12 batatas cozidas em rodelas
massas,10MIN,4 porções,500 g de espaguete bem fininho 2 colheres de sopa de oleo sal a gosto 1 colher sopa de manteiga 1 dente de alho amassado 300 g de queijo parmesao ralado 1 copo de requeijao 200 g de presunto defumado 1 litro de leite 2 gemas 2 colheres de sopa de maizena
doces-e-sobremesas,7MIN,33 porções,1 kg de chocolate ao leite 1 pacotinho de gelatina de maracuja 1 lata de leite condensado forma de chocolate saquinho para embrulhar fita para decorar
bolos-e-tortas-doces,45MIN,10 porções,2 xicaras cha farinha de trigo 2 xicaras cha acucar 1 xicara cha leite 2 ovos 4 colheres sopa oleo 1 pitada de sal 1 colher sopa fermento em po essencia de baunilha a gosto opcional
carnes,45MIN,6 porções,6 bifes grandes e altos de contra-file 300g cada sal e pimenta?do-reino a gosto oleo para fritar 1 caixinha polpa de tomate 300g mussarela ralada oregano a gosto
aves,40MIN,4 porções,500 g de bifes de frango 1/2 xicara de cha de vinho branco seco 4 colheres de oleo alho amassado a gosto sal e pimenta do reino a gosto 1 copo de requeijao 1 lata de milho verde 1 cebola media picada 1 colher de sopa de manteiga 1 colher de cha de farinha de trigo 1/2 xicara de cha de salsa picadinha sal a gosto
peixes-e-frutos-do-mar,30MIN,2 porções,500 g de file de peixe pode ser de agua doce ou salgada 1 pacote ou caixa de molho branco pronto 3 bananas da terra banana de fritar ou banana nanica queijo mussarela fatiado a gosto
massas,45MIN,6 porções,3 ovos 40 ml de oleo vegetal 125 g de farinha de trigo 350 ml de leite 40 ml de manteiga
doces-e-sobremesas,60MIN,100 porções,para 100 docinhos chocolate morango e maracuja 1 pacote de copinhos de cafezinho transparentes 2 latas de leite moca 2 cremes de leite nestle 8 colheres de nescau 3 colheres de sopa de margarina 2 caixas de bis 2 barrinhas pequenas de chocolate meio amargo 2 polpas congeladas de maracuja 1 leite moca 1 creme de leite 1 gelatina sem sabor 3 maracujas 3 colheres de acucar 1/2 copo de leite 2 polpas congeladas de morango 2 caixinhas de morango 2 colheres de acucar 1 leite condensado 1 creme de leite 1/2 copo de leite
bolos-e-tortas-doces,50MIN,15 porções,4 ovos 1/2 copo requeijao de oleo 2 copos requeijao de acucar 2 colheres sopa de margarina 1 kg de mandioca ralada 100 g de coco ralado grosso 1 colher sopa cheia de fermento em po
carnes,120MIN,5 porções,1kg de patinho em pedaco 1 linguica calabreza defumada 100 g de bacon 1 maco de salsinha 1 copo de vinho vermelho 1/2 copo de vinagre 2 cebolas 4 dentes de alho 100 g de azeitonas pretas 1 pacote de molho madeira pronto oleo para fritar
aves,40MIN,12 porções,peito de frango molho de tomate queijo
peixes-e-frutos-do-mar,30MIN,8 porções,1/2 xicara de azeite 1/2 xicara de oleo 2 cebolas grandes picadas 3 dentes de alho grandes socados 1 kg de bacalhau desfiado 1/2 kg de batatas cortadasem cubos cozidas e fritas coradas azeitonas pretas 1 l de leite 4 colheres de sopa de creme de arroz 50 g de queijo ralado sal e pimenta do reino a gosto fazer um mingau reservar
massas,6MIN,1 porção,1 miojo comum sabor que desejar 1 colher de requeijao 1 colher de massa de tomate agua se desejar coloque pedacos de queijo de sua preferencia
doces-e-sobremesas,20MIN,15 porções,5 espigas de milho duras 1 litro de leite 1 1/2 xicaras de acucar 1 pitada de sal
bolos-e-tortas-doces,30MIN,20 porções,1 pacote de massa de bolo 1 vidro de leite de coco 1 lata de leite condensado 1 lata de leite 1 pacote coco ralado 100 g 1 lata de creme de leite 2 caixinhas
carnes,60MIN,7 porções,1 peca de picanha cerveja suficiente para quase cobrir a picanha sal grosso
aves,40MIN,8 porções,1 pacote de 150 g de batata palha 1 kg de file de frango 1 pacote de creme de cebola 1 pote e meio de creme de leite de mesa nata
peixes-e-frutos-do-mar,80MIN,8 porções,1 kg de feijao branco 1 kg de cacao em postas 1/2 kg de lulas cortadas em rodelas 1 kg de camaroes medios 1 kg de mariscos 1 kg de mexilhoes sal e pimenta do reino a gosto suco de limao 4 colheres de oleo 2 cebolas 3 dentes de alho 1 pimentao vermelho 3 tomates manjericao fresco picado
massas,0MIN,0 porções,6 espigas de milho 3 copos de leite 4 colheres sopa de farinha de trigo 1 gema de ovo sem a pele queijo parmesao ralado
doces-e-sobremesas,5MIN,6 porções,2 copos de leite em po 1 e 1/2 copo de agua fria 1 pacote de suco em po 3 colheres de sopa de acucar opcional
bolos-e-tortas-doces,30MIN,20 porções,7 ovos 14 colheres de sopa de acucar 9 colheres de sopa de farinha de trigo 5 colheres de sopa de chocolate em po 1 colher de sopa de fermento em po
carnes,45MIN,6 porções, 1/2 kg de coxao de dentro em bifes pequenos 5 batatas medias cortadas em rodelas 3 cebolas medias cortadas em rodelas 5 tomates cortados em rodelas 1 colher de sopa de oregano 1 colherinha de colorau 2 colheres de sopa de extrato de tomate 1 colher de sopa de manjerona  1/2 xicara de agua quente  1/2 xicara de vinho branco seco 4 colheres de sopa de manteiga 4 colheres de sopa de azeite de oliva tempero misto
aves,215MIN,50 porções,1 kg de farinha de milho 1 frango inteiro 1 maco cheiro verde 3 caldos knnor 2 ovos 4 colheres de polvilho azedo sal e tempero a gosto
peixes-e-frutos-do-mar,40MIN,5 porções,1 kg de peixe corvina 1 maco de coentro 1 cebola grande cortada em rodelas 4 dentes de alho grande 1 pimentao medio cortado em rodelas 2 tomates maduro cortado em rodelas 200 g de camarao seco sem casca 1 garrafa de leite coco 1 xicara de azeite de dende 1 xicara de farinha de mandioca pimenta sal a gosto limao
massas,15MIN,60 porções,1 copo de oleo 2 copos de leite 3 ovos 1 kg de polvilho  doce  2 saquinhos de queijo ralado 1 pitada de sal
doces-e-sobremesas,195MIN,8 porções,3 latas de leite condensado 2 colheres sopa de maisena 2 latas de leite use a lata de leite condensado vazia para medir 6 gemas 1/2 colher sopa de essencia de baunilha 400g de creme de leite 2 xicaras cha de chocolate meio amargo picado 1/2 xicara cha de castanha de caju picada 2 xicaras cha de chocolate ao leite picado
bolos-e-tortas-doces,50MIN,16 porções,1 lata de milho com agua 1 lata de leite condensado 200 ml de leite de coco 3 colheres de sopa de margarina 3 colheres de queijo ralado 4 ovos 9 colheres de sopa de milharina 2 colheres de sopa de fermento em po canela a gosto opcional
carnes,20MIN,15 porções,500g de carne moida 1 ovo 1 pacote de sopa de cebola 300g de mussarela ralada oleo para fritar
aves,30MIN,4 porções,2 peitos de frangos cozidos 2 batatas cozidas 2 cenouras cozidas 1 cebola picada 2 colheres de sopa de margarina 1 colher de sopa de farinha de trigo 500 ml de creme de leite 1 colher de sopa de salsa picada sal a gosto
peixes-e-frutos-do-mar,60MIN,12 porções,1 rolo de massa folhada laminada 2 files de salmao sem espinhas alto 1/2 xicara de vinho branco seco cebolinha a gosto sal 1 gema batida com garfo 400 g de camarao vermelho 1 sache de catupiry 1 cebola 1 folha de louro opcional  8 fatias de queijo fundido sabor cheddar
massas,30MIN,40 porções,1 kg de farinha de trigo 2 colheres sopa de fermento para pao 4 copos tipo americano de agua 3 ovos 1/2 copo de acucar ou um pouco mais se quiser mais doce 1 colher sopa de sal
doces-e-sobremesas,10MIN,4 porções,3 bananas caturra grandes 1 lata de leite condensado margarina canela em po
bolos-e-tortas-doces,35MIN,6 porções,3 ovos 3 macas cortadas em cubinhos 1 xicara cha de granola com castanhas 1  1/2 xicaras cha de farinha de trigo  1/2 xicara cha de oleo canola milho 1  1/2 xicaras cha de acucar mascavo canela em po  1/2 colher sopa de cravo em po 1 colher sopa de po royal
carnes,30MIN,4 porções,6 bifes 2 paes franceses 4 dentes de alho 1 cebola picada 1 lata de molho de tomate 100 g de queijo ralado oregano a gosto sal a gosto
aves,30MIN,4 porções,1 melao cortado ao meio 2 peitos de frango cozidos em cubos 3 colheres sopa de maionese 1 maca verde picada 3 tomates sem sementes picados 3 talos de salsao picados sal cebola e pimenta do reino a gosto alface para decorar
peixes-e-frutos-do-mar,35MIN,4 porções,8 files de pescada branca 1 xicara de cha de vinho branco seco 1/2 xicara de cha de agua 1 xicara e meia de cha de creme de leite fresco light se possivel 1 cebola media ralada 2 dentes de alho picados 4 colheres de sopa de salsinha bem picada 1 colher de cafe de pimentadoreino 1 colher de cafe de tominho 1 colher de cafe de mostarda em po opcional 1 colher de cafe de estragao 1 colher de cafe de acafrao da terra sal a gosto queijo ralado tipo parmesao a gosto 2 colheres de sopa de azeite para regar
massas,60MIN,8 porções,1 colher sopa de acucar 3 colheres sopa de manteiga 3 colheres sopa de oleo 2 dentes de alho amassados 2 peitos de frango cozidos e desfiados 1 cebola grande picada  1/2 pimentao cortado em tirinhas 5 tomates maduros sem pele picados 1 copo de cerveja preta 5 graos de pimenta-do-reino preta moidos na hora sal 5 cebolas bem pequenas com um cravo espetado em cada uma 30 folhas de manjericao fresco picadas cheiro verde picado a gosto queijo ralado para polvilhar 5 litros de agua 1 fio de azeite 1 cebola pequena com dois cravos espetados 1 dente de alho picado 3 graos de pimenta-do-reino inteiros 2 colheres de sal grosso 500 g de macarrao tipo espaguete
doces-e-sobremesas,20MIN,20 porções,1 lata de leite condensado pode ser doce de leite 4 colheres sopa de chocolate em po 1 gema peneirada opcional deixa mais cremoso 1 colher sopa de manteiga 1 pacote de biscoito maria palitos de sorvete chocolate ao leite ou branco ou meio amargo ou fracionado para banhar chocolate granulado ou confeitos coloridos
bolos-e-tortas-doces,30MIN,0 porções,4 macas pequenas descascadas 4 ovos 1 copo amareicano de oleo 2 xicaras de farinha de trigo 2 xicaras de acucar 1 colher de po royal
carnes,45MIN,6 porções,carne moida bacon calabreza milho verde azeitona queijo tipo mussarela 1 ovo cru tomate cebola pequena batata grande tempero a gosto
aves,30MIN,8 porções,1 kg de peito de frango 2 copos de caldo de galinha 1 copo de leite sal e temperos a gosto 3 copos de farinha de trigo
peixes-e-frutos-do-mar,40MIN,0 porções,1 kg de bacalhau do porto deixe de molho de vespera 1 kg de tomate sem pele e cortados em rodelas 1 kg de cebola cortadas em rodelas 4 pimentao ou o suficiente para cobrir o fundo do tabuleiro 1 kg e meio de batata descascadas e cortadas em rodelas 5 copos de requeijao tipo catupiry 1 cabeca de alho descascados e cortados em rodelas  a gosto 100 ml de azeite para regar por cima do bacalhau e da batatas 1 copo de azeitona preta 1 vidro de palmito coatados em rodelas 300 de queijo parmesao ralado temperos de ervas a gosto que nao contenha sal
massas,45MIN,10 porções,1 pacote de macarrao pene 1 lata de creme de leite 1 tablete de manteiga 1 tablete de caldo de carne 1 colher de requeijao cremoso 1 caixa de molho de tomate 100 g de queijo gorgonzola
doces-e-sobremesas,60MIN,10 porções,10 bananas nanicas maduras 2 xicaras cha de acucar
bolos-e-tortas-doces,45MIN,0 porções,3 ovos 3 colheres de margarina ou manteiga 1 xicara de leite 2 xicara de acucar 2 xicara de trigo 1 colher de sopa de fermento em po 1 colher de cha de essencia de baunilha 4 bananas 1 xicara e 1/2 de trigo 1 xicara de acucar 1 colher de sopa rasa de canela em po 2 colheres de sopa de manteiga ou margarina
carnes,80MIN,10 porções,2kg de carne cortada em cubo 10 cebolas medias 3 dentes de alho 3 latas de creme de leite 1 copo de champingnon 1 kg de manteiga 1 vidro de palmito molho ingles a gosto catchup a gosto sal a gosto
aves,80MIN,10 porções,3 colheres de maionese 2 colheres de sopa de cebola ralada sal a gosto 1 kg de coxa e sobrecoxa de frango 1 xicara de fuba fino
peixes-e-frutos-do-mar,20MIN,6 porções,cebola cenoura pimentao vagem abobora japonesa batata doce ervilha torta berinjela japonesa couve flor brocolis camarao grande 4 xicaras cha de farinha de trigo 1 unidade de ovo 1 litro agua gelada 2 xicaras cha de caldo de peixe  1/2 xicara de cha de shoyu  1/2 xicara de cha de sake mirim licoroso 1 colher sopa de nabo finamente ralado
massas,40MIN,36 porções,2 ovos 1 xicara de leite 1 xicara de azeite 1 colher cha de sal 100 gr de queijo ralado 3 xicaras de polvilho doce
doces-e-sobremesas,60MIN,15 porções,1 gelatina sabor amora 1 gelatina sabor tuti-fruit 1 gelatina sabor limao 1 gelatina sabor abacaxi 1 gelatina sabor morango 2 latas de leite condensado 750 ml de agua fervente 750 ml de agua fria
bolos-e-tortas-doces,60MIN,16 porções,12 colheres sopa cheias de chocolate em po 2 colheres sopa de fermento em po 4 xicaras de farinha de trigo 4 colheres de manteiga 1 xicara de acucar 2 xicara de leite 6 ovos 1 lata de creme de leite 1 lata de leite condensado 1 pacote de 150 g coco ralado 1 copo tipo americano de leite
carnes,50MIN,8 porções,1/2 quilo de carne moida 1 ovo inteiro 3 colheres de sopa de mostarda 3 colheres de sopa de farinha de trigo 1 pacote de sopa de cebola sal a gosto 1/2 lata de molho de tomate 200 gramas de mussarela 200 gramas de presunto catupiry ou o recheio que preferir
aves,40MIN,5 porções,2 kg de coxa e sobrebrecoxa cortada nas juntas sal e pimenta do reino a gosto margarina oleo alho cebola vinagre limao
peixes-e-frutos-do-mar,90MIN,6 porções,1 kg de bacalhau em lascas desalgado 100 g de azeitonas verdes picadas 100 g de amendoas descascadas e cortadas na metade 100 g de nozes picadas 50 g de uvas passas brancas sem carocos 1 xicara de azeite de oliva farinha de rosca o suficiente para polvilhar fartamente
massas,70MIN,8 porções,6 pao franceses amanhecidos 1/2 litro leite 3 ovos inteiros 2 xicaras acucar 100 g margarina 2 xicaras farinha trigo peneirado 1 colher de sopa de fermento de bolo em po 5/7 bananas nanica acucar e canela para polvilhar
doces-e-sobremesas,15MIN,3 porções,2 colheres de sopa bem cheias do achocolatado em po de sua preferencia 500 ml de leite integral 2 colheres de sopa de maizena 1 colher rasa de sobremesa de canela em po acucar a gosto
bolos-e-tortas-doces,45MIN,1 porção,1 xicara de manteiga 1 xicara de acucar 3 ovos 1 xicara de maizena 1 xicara de farinha de trigo 2 colheres cha de fermento 1 pitada de sal 1 colher cha de essencia de baunilha  1/2 xicara de leite 4 colheres sopa de acucar 1 lata de abacaxi em calda em fatias 100g de ameixas pretas sem carocos
carnes,45MIN,6 porções,1 quilo de costela bovina 1 quilo de mandioca 1 tablete de caldo de carne 1 tomate pequeno 1 cebola pequena 1 alhos sal a gosto cheiro verde a gosto
aves,50MIN,5 porções,1 frango grande picado e temperado a gosto cenoura em cubinhos 1 pimentao picado salsa cebola milho verde coentro 8 dentes de alho 100 g de polpa de pequi picado 2 colheres de oleo de pequi 1 kg de arroz
peixes-e-frutos-do-mar,40MIN,6 porções,1 kg de feijao verde 700 g de bacalhau 1 cebola grande 1 pimentao medio 2 tomates maduros coentro a gosto picadinho azeite de oliva
